userid,logins_m_1,logins_m_2,logins_m_3,logins_m_4,logins_m_5,logins_m_6,logins_m_7,touserid,kudos_t_m_1,kudos_t_m_2,kudos_t_m_3,kudos_t_m_4,kudos_t_m_5,kudos_t_m_6,kudos_t_m_7,fromuserid,kudos_f_m_1,kudos_f_m_2,kudos_f_m_3,kudos_f_m_4,kudos_f_m_5,kudos_f_m_6,kudos_f_m_7,userid_0,kpi_m_1,kpi_m_2,kpi_m_3,kpi_m_4,kpi_m_5,kpi_m_6,kpi_m_7,userid_1,lrn_m_1,lrn_m_2,lrn_m_3,lrn_m_4,lrn_m_5,lrn_m_6,lrn_m_7,userid_2,lrn_t_m_1,lrn_t_m_2,lrn_t_m_3,lrn_t_m_4,lrn_t_m_5,lrn_t_m_6,lrn_t_m_7
12893,37,83,50,36,20,8,,,,,,,,,,,,,,,,,,12893,17,25,15,11,16,6,0,,,,,,,,,,,,,,,,
24825,,,17,16,,,,,,,,,,,,,,,,,,,,24825,,,9,3,,0,,,,,,,,,,,,,,,,,
17684,485,156,796,338,874,1317,756,17684,,,,1,,1,2,17684,,,,1,1,4,2,17684,22,17,23,18,31,31,32,,,,,,,,,,,,,,,,
23269,45,,17,29,,,,,,,,,,,,,,,,,,,,23269,16,11,17,13,0,0,0,,,,,,,,,,,,,,,,
25513,,,,,148,24,,,,,,,,,,,,,,,,,,25513,,,,,13,0,0,,,,,,,,,,,,,,,,
25301,,,,9,62,6,,,,,,,,,,,,,,,,,,25301,,,,11,6,8,10,,,,,,,,,,,,,,,,
25360,,,,4,147,56,17,,,,,,,,,,,,,,,,,25360,,,,0,6,6,5,,,,,,,,,,,,,,,,
23817,,2,,,,,,,,,,,,,,,,,,,,,,23817,0,31,23,20,20,21,14,,,,,,,,,,,,,,,,
23176,186,224,77,,,,,,,,,,,,,,,,,,,,,23176,17,12,1,0,0,,,,,,,,,,,,,,,,,,
25120,,,,73,81,,,,,,,,,,,,,,,,,,,25120,,,,22,15,0,0,,,,,,,,,,,,,,,,
19538,56,29,,,,,,,,,,,,,,,,,,,,,,19538,17,15,0,0,,,,,,,,,,,,,,,,,,,
26139,,,,,,,19,,,,,,,,,,,,,,,,,26139,,,,,,0,10,,,,,,,,,,,,,,,,
26647,,,,,,,64,,,,,,,,,,,,,,,,,26647,,,,,,,0,,,,,,,,,,,,,,,,
26098,,,,,,12,91,,,,,,,,,,,,,,,,,26098,,,,,,1,20,,,,,,,,,,,,,,,,
25962,,,,,,3,17,,,,,,,,,,,,,,,,,25962,,,,,,12,23,,,,,,,,,,,,,,,,
22484,66,,,,,,,22484,1,,,,,,,22484,1,,,,,,,22484,0,0,0,0,,,,,,,,,,,,,,,,,,,
24425,,28,88,,,,,,,,,,,,,,,,,,,,,24425,,8,8,0,,,,,,,,,,,,,,,,,,,
18876,123,113,,,,,,,,,,,,,,,,,,,,,,18876,16,13,0,0,,,,,,,,,,,,,,,,,,,
25191,,,,44,561,457,398,25191,,,,,,2,,25191,,,,,1,,1,25191,,,,1,16,31,16,25191,,,,,28.461,30.000,,25191,,,,,27,2,
24998,,,33,61,182,647,463,,,,,,,,,,,,,,,,,24998,,,14,4,10,19,10,24998,,,,,,,20.000,24998,,,,,,,6
17505,194,100,106,85,5,,,,,,,,,,,,,,,,,,,17505,28,18,22,18,0,0,0,17505,,32.500,11.428,,,,,17505,,6,11,,,,
24285,,28,105,61,75,121,95,24285,,,6,6,5,3,3,24285,,,,2,5,6,,24285,,1,22,20,22,22,22,24285,,,,,,,33.076,24285,,,,,,,61
25613,,,,,12,116,89,25613,,,,,1,,,25613,,,,,,2,,25613,,,,,2,16,20,25613,,,,,,26.666,,25613,,,,,,6,
9888,85,48,44,52,33,22,78,9888,,,,,,1,,,,,,,,,,9888,34,26,26,23,16,22,25,9888,25.000,,,,,,,9888,3,,,,,,
22846,266,388,404,460,588,524,730,,,,,,,,,22846,,,,1,,,3,22846,26,36,22,34,35,32,36,22846,0.000,,,,25.000,0.000,10.000,22846,1,,,,2,1,3
11337,369,132,108,324,320,346,262,11337,2,,,,,2,1,,,,,,,,,11337,30,22,18,33,26,29,18,11337,,,,25.000,,0.000,40.000,11337,,,,1,,3,2
25389,,,,21,344,106,245,25389,,,,,,,1,,,,,,,,,25389,,,,0,20,7,12,25389,,,,100.000,16.666,,,25389,,,,1,5,,
8824,124,193,66,55,73,11,7,8824,,,,,1,,2,,,,,,,,,8824,21,17,19,18,16,10,13,8824,,,15.000,,,,,8824,,,2,,,,
15556,73,85,63,119,113,108,126,,,,,,,,,,,,,,,,,15556,19,26,15,23,16,24,31,15556,,,,,25.000,,,15556,,,,,1,,
19738,69,60,42,43,79,41,53,19738,,1,,,,,1,,,,,,,,,19738,17,24,18,20,18,22,23,19738,25.000,,,30.000,,,,19738,2,,,15,,,
21242,27,25,8,23,5,,,21242,,,1,,,,,,,,,,,,,21242,6,10,7,8,2,0,0,21242,,,,100.000,,,,21242,,,,1,,,
19311,,2,,7,,,2,,,,,,,,,,,,,,,,,19311,34,16,10,30,26,20,21,19311,,,,30.000,,,,19311,,,,3,,,
8424,60,20,21,50,49,17,17,,,,,,,,,,,,,,,,,8424,20,17,14,13,15,4,9,8424,25.000,,,13.333,,,,8424,3,,,10,,,
23453,57,84,61,52,91,57,59,,,,,,,,,,,,,,,,,23453,30,32,26,22,28,26,31,23453,,25.000,,,,,,23453,,1,,,,,
21818,36,171,83,87,78,98,123,,,,,,,,,,,,,,,,,21818,35,32,30,29,30,24,29,21818,,,,,,,10.000,21818,,,,,,,1
18279,414,369,122,180,214,171,204,,,,,,,,,,,,,,,,,18279,24,25,9,21,18,14,11,18279,0.000,,,57.500,,0.000,,18279,3,,,6,,1,
26026,,,,,,11,52,,,,,,,,,,,,,,,,,26026,,,,,,0,26,26026,,,,,,,0.000,26026,,,,,,,4
10301,226,290,145,186,181,174,236,,,,,,,,,10301,,,,1,,,,10301,19,22,16,16,19,20,20,10301,25.000,,15.000,100.000,,,,10301,1,,1,1,,,
25976,,,,,,292,396,,,,,,,,,,,,,,,,,25976,,,,,0,24,29,25976,,,,,,,18.333,25976,,,,,,,5
24638,,,19,118,100,81,175,24638,,,,,,5,,,,,,,,,,24638,,,9,22,32,28,28,24638,,,25.000,38.333,,,17.500,24638,,,2,5,,,46
25417,,,,,85,105,100,,,,,,,,,25417,,,,,1,,,25417,,,,0,32,14,21,25417,,,,,,25.500,18.333,25417,,,,,,41,25
15141,246,159,308,1001,692,1345,1981,15141,,,,,,1,,15141,,,,,,2,,15141,25,16,22,36,28,40,39,15141,,,,10.000,8.333,40.000,22.727,15141,,,,3,4,1,35
16603,69,21,31,8,4,69,147,,,,,,,,,,,,,,,,,16603,15,19,12,9,10,13,20,16603,25.000,,13.333,0.000,,,20.000,16603,3,,11,2,,,6
26272,,,,,,6,172,,,,,,,,,,,,,,,,,26272,,,,,,0,8,26272,,,,,,,11.666,26272,,,,,,,10
22283,22,56,31,3,51,32,40,22283,,,1,,,,,,,,,,,,,22283,14,18,12,7,17,13,10,22283,,21.666,,,,25.000,25.000,22283,,6,,,,1,5
25560,,,,,8,65,53,25560,,,,,,1,1,,,,,,,,,25560,,,,,7,24,21,25560,,,,,,,18.181,25560,,,,,,,25
16222,95,62,100,86,40,51,44,,,,,,,,,,,,,,,,,16222,27,26,22,21,11,18,23,16222,,,18.333,30.833,25.000,,13.000,16222,,,12,9,2,,17
11582,208,81,56,69,152,157,124,,,,,,,,,11582,,,,,,1,,11582,30,18,7,14,20,19,25,11582,,,,,24.000,,22.000,11582,,,,,10,,7
6493,47,36,27,67,51,30,40,,,,,,,,,6493,,,,,1,,,6493,0,0,0,0,3,4,0,6493,,3.857,15.000,40.000,25.000,1.833,33.636,6493,,13,1,15,2,8,36
16819,280,426,210,221,214,248,106,,,,,,,,,16819,,2,,,,2,1,16819,20,34,22,22,20,21,17,16819,5.000,,25.000,39.375,,,,16819,6,,2,26,,,
19463,26,11,42,57,52,41,20,,,,,,,,,,,,,,,,,19463,11,10,10,11,17,11,10,19463,,,,30.000,,,,19463,,,,2,,,
19652,54,68,53,28,28,13,,,,,,,,,,,,,,,,,,19652,4,9,5,1,4,4,0,19652,,,23.750,22.500,,,,19652,,,7,3,,,
21588,869,591,429,520,809,1005,1339,21588,,,,,,1,,21588,1,,,1,,,,21588,36,27,20,27,23,32,32,21588,25.000,17.500,20.000,33.750,21.666,,,21588,2,2,7,5,5,,
12432,142,202,148,221,256,164,213,,,,,,,,,12432,,,,,,1,,12432,30,35,31,26,38,32,28,12432,,,,17.500,,,20.000,12432,,,,14,,,20
20544,156,151,97,231,110,62,272,,,,,,,,,,,,,,,,,20544,34,39,27,39,37,26,46,20544,,36.250,20.000,100.000,25.000,5.000,18.181,20544,,24,7,1,3,5,23
24500,,14,223,271,245,195,139,,,,,,,,,,,,,,,,,24500,,5,11,21,16,13,9,24500,,,0.000,7.500,18.750,35.000,,24500,,,1,3,27,14,
19113,128,74,72,90,122,144,60,19113,,,,,,1,,,,,,,,,,19113,26,20,16,20,22,23,21,19113,25.000,,13.000,50.000,15.000,,,19113,2,,8,2,9,,
21570,107,29,104,218,34,36,170,,,,,,,,,,,,,,,,,21570,18,10,13,19,10,8,23,21570,0.000,,,42.857,,,29.444,21570,1,,,21,,,22
10151,157,391,298,222,294,134,160,10151,,,1,,,,,10151,,,3,,5,,,10151,37,38,37,34,33,38,33,,,,,,,,,,,,,,,,
23451,37,,,,,,,,,,,,,,,,,,,,,,,23451,21,9,0,0,,,,,,,,,,,,,,,,,,,
18414,210,168,220,128,231,245,471,,,,,,,,,,,,,,,,,18414,29,21,25,17,26,24,31,,,,,,,,,,,,,,,,
9122,375,264,414,572,778,374,789,,,,,,,,,,,,,,,,,9122,37,32,33,27,32,28,31,,,,,,,,,,,,,,,,
23136,228,120,135,124,309,279,405,23136,1,,,,,1,,,,,,,,,,23136,33,23,17,19,23,24,28,,,,,,,,,,,,,,,,
22274,201,276,326,235,109,140,264,22274,1,,,,,,,22274,,1,,,,,,22274,19,18,20,17,13,15,19,,,,,,,,,,,,,,,,
16856,272,234,128,77,126,129,182,16856,,,,1,,,,,,,,,,,,16856,27,21,20,18,22,25,24,,,,,,,,,,,,,,,,
21717,4,,,,,,5,,,,,,,,,,,,,,,,,21717,27,12,22,15,21,12,4,,,,,,,,,,,,,,,,
21167,42,4,,,,,,,,,,,,,,,,,,,,,,21167,0,0,0,0,,,,,,,,,,,,,,,,,,,
7015,32,,,,,,,,,,,,,,,,,,,,,,,7015,16,7,0,0,,,,,,,,,,,,,,,,,,,
22850,35,60,,,,,,22850,,1,,,,,,,,,,,,,,22850,4,3,0,0,,,,,,,,,,,,,,,,,,,
9702,20,25,65,18,25,22,18,,,,,,,,,,,,,,,,,9702,11,18,22,8,22,21,20,,,,,,,,,,,,,,,,
16571,68,73,113,23,6,93,173,16571,,1,1,,,,3,,,,,,,,,16571,22,20,17,17,16,23,37,,,,,,,,,,,,,,,,
20151,584,622,397,220,179,151,482,,,,,,,,,,,,,,,,,20151,33,25,28,28,19,14,33,,,,,,,,,,,,,,,,
23035,180,162,294,336,181,209,114,23035,,,,3,,,,23035,,,,,1,,,23035,15,20,16,18,15,21,17,,,,,,,,,,,,,,,,
24165,,537,390,383,233,146,469,24165,,1,,,,,,,,,,,,,,24165,,16,16,14,14,15,18,,,,,,,,,,,,,,,,
24713,,,53,27,,,,,,,,,,,,,,,,,,,,24713,,,1,1,0,0,0,,,,,,,,,,,,,,,,
20806,6,27,49,2,,,,20806,,1,,,2,,,,,,,,,,,20806,16,19,13,18,12,0,0,,,,,,,,,,,,,,,,
24908,,,8,38,18,6,36,,,,,,,,,,,,,,,,,24908,,,6,26,24,22,25,,,,,,,,,,,,,,,,
24480,,30,70,58,54,74,34,,,,,,,,,,,,,,,,,24480,,1,29,18,10,21,23,,,,,,,,,,,,,,,,
9239,40,57,76,58,80,63,70,,,,,,,,,,,,,,,,,9239,33,34,36,30,37,31,33,9239,,,,,,,10.000,9239,,,,,,,1
25353,,,,12,1223,1009,1013,,,,,,,,,,,,,,,,,25353,,,,5,27,38,32,25353,,,,,115.000,,,25353,,,,,2,,
7605,108,99,102,99,113,236,107,,,,,,,,,,,,,,,,,7605,23,22,20,21,14,25,16,7605,0.000,,,100.000,,35.000,20.000,7605,1,,,1,,6,6
25868,,,,,,20,26,,,,,,,,,,,,,,,,,25868,,,,,0,7,7,25868,,,,,,27.500,15.000,25868,,,,,,3,2
21175,90,77,61,50,58,33,73,,,,,,,,,,,,,,,,,21175,31,34,27,16,19,19,25,21175,25.000,,,0.000,,0.000,,21175,2,,,1,,2,
18083,283,235,224,205,216,231,297,18083,,,,,,,1,,,,,,,,,18083,24,22,22,22,21,24,26,18083,0.000,0.000,200.000,100.000,150.000,,,18083,2,2,1,2,2,,
11588,121,20,46,20,29,51,48,,,,,,,,,,,,,,,,,11588,19,5,13,11,10,18,14,11588,25.000,,,,25.000,,,11588,2,,,,1,,
25535,,,,,139,172,143,,,,,,,,,,,,,,,,,25535,,,,,4,12,17,25535,,,,,16.111,18.000,20.000,25535,,,,,29,4,4
26012,,,,,,67,62,,,,,,,,,,,,,,,,,26012,,,,,,10,13,26012,,,,,,,0.000,26012,,,,,,,2
18927,60,59,94,76,172,44,20,,,,,,,,,,,,,,,,,18927,8,8,22,7,13,5,9,18927,,,0.000,20.000,,,,18927,,,2,3,,,
7787,539,239,312,328,397,487,626,7787,,,,1,,,,,,,,,,,,7787,20,18,15,15,14,16,19,7787,25.000,,,,,,,7787,1,,,,,,
25188,,,9,2,77,167,12,,,,,,,,,,,,,,,,,25188,,,0,9,3,14,0,25188,,,,,,30.000,,25188,,,,,,1,
18808,122,102,208,252,105,90,122,,,,,,,,,,,,,,,,,18808,28,21,25,26,18,18,24,18808,,25.000,,,,,10.000,18808,,2,,,,,1
21024,58,91,66,153,105,222,373,,,,,,,,,,,,,,,,,21024,14,25,15,25,23,23,36,21024,,,,,,,40.000,21024,,,,,,,1
25425,,,,39,425,687,341,25425,,,,,1,,,,,,,,,,,25425,,,,0,8,29,16,25425,,,,,,30.000,,25425,,,,,,2,
25754,,,,,16,279,216,25754,,,,,,,1,,,,,,,,,25754,,,,,0,26,23,25754,,,,,,20.000,10.000,25754,,,,,,4,1
13689,82,76,2,,,,,,,,,,,,,,,,,,,,,13689,15,15,0,0,,,,13689,25.000,,,,,,,13689,2,,,,,,
26246,,,,,,36,415,,,,,,,,,,,,,,,,,26246,,,,,,8,18,26246,,,,,,0.000,10.000,26246,,,,,,1,1
19889,311,333,547,327,294,182,66,,,,,,,,,,,,,,,,,19889,24,30,34,25,23,22,17,19889,,,,100.000,,,10.000,19889,,,,1,,,2
18685,168,187,180,93,302,71,49,18685,1,,,1,1,2,2,,,,,,,,,18685,21,21,19,18,22,18,15,18685,25.000,,,,,,,18685,3,,,,,,
25066,,,,66,288,286,114,25066,,,,2,1,,,25066,,,,5,,3,,25066,,,,25,40,34,25,,,,,,,,,,,,,,,,
21989,,,,38,103,135,329,,,,,,,,,,,,,,,,,21989,0,,0,12,23,20,31,,,,,,,,,,,,,,,,
24967,,,,36,11,45,20,,,,,,,,,,,,,,,,,24967,,,0,9,6,22,18,,,,,,,,,,,,,,,,
25220,,,,,120,57,54,,,,,,,,,,,,,,,,,25220,,,,1,10,8,20,,,,,,,,,,,,,,,,
25515,,,,,144,236,84,,,,,,,,,,,,,,,,,25515,,,,,13,21,17,,,,,,,,,,,,,,,,
23376,31,,,,,,,,,,,,,,,,,,,,,,,23376,0,0,0,,,,,,,,,,,,,,,,,,,,
9116,8,,,5,3,,,9116,,1,,,1,,1,,,,,,,,,9116,19,31,25,28,29,23,23,,,,,,,,,,,,,,,,
25942,,,,,,44,3,,,,,,,,,,,,,,,,,25942,,,,,0,6,6,,,,,,,,,,,,,,,,
25854,,,,,,326,158,,,,,,,,,,,,,,,,,25854,,,,,0,6,9,,,,,,,,,,,,,,,,
25986,,,,,,58,29,,,,,,,,,,,,,,,,,25986,,,,,0,9,7,,,,,,,,,,,,,,,,
20567,,,,,,,8,,,,,,,,,,,,,,,,,20567,6,0,0,0,,,16,,,,,,,,,,,,,,,,
20286,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22934,17,,,,,,,,,,,,,,,,,,,,,,,22934,16,,,,,,,,,,,,,,,,,,,,,,
15813,2,,,,,,,,,,,,,,,,,,,,,,,15813,0,0,0,,,,,,,,,,,,,,,,,,,,
11500,,,,,,,18,,,,,,,,,,,,,,,,,11500,,,,,,,14,,,,,,,,,,,,,,,,
25825,,,,,,6,,,,,,,,,,,,,,,,,,25825,,,,,0,8,5,,,,,,,,,,,,,,,,
24290,,,4,,,,,,,,,,,,,,,,,,,,,24290,,6,9,6,2,0,0,,,,,,,,,,,,,,,,
10168,,5,,,,,,,,,,,,,,,,,,,,,,10168,9,22,12,10,16,16,16,,,,,,,,,,,,,,,,
26545,,,,,,,18,26545,,,,,,,2,26545,,,,,,,1,26545,,,,,,,8,,,,,,,,,,,,,,,,
21837,10,,,,,,,,,,,,,,,,,,,,,,,21837,8,0,0,0,,,,,,,,,,,,,,,,,,,
25298,,,,,42,5,77,,,,,,,,,,,,,,,,,25298,,,,0,21,12,17,25298,,,,,25.000,,10.000,25298,,,,,1,,1
23452,21,35,8,5,,,,,,,,,,,,,,,,,,,,23452,24,14,22,14,14,0,,23452,,25.000,,,,,,23452,,3,,,,,
23191,96,89,78,75,98,71,89,,,,,,,,,,,,,,,,,23191,29,28,31,28,35,37,31,23191,25.000,,,,,,,23191,2,,,,,,
16025,347,130,136,76,165,112,362,16025,3,3,,,,,3,16025,2,,2,,,1,1,16025,34,21,21,16,19,17,30,16025,25.000,,,,,,,16025,3,,,,,,
7505,659,413,400,260,704,786,596,7505,1,,,,,,,,,,,,,,,7505,20,18,16,14,21,18,19,7505,,,,0.000,,,,7505,,,,2,,,
24162,,27,44,48,25,45,83,24162,,,1,,1,6,,,,,,,,,,24162,,5,14,12,13,22,21,24162,,,,,,21.666,19.130,24162,,,,,,7,79
17393,247,236,147,181,260,164,405,,,,,,,,,,,,,,,,,17393,22,23,20,12,23,17,21,17393,,,,,,,19.062,17393,,,,,,,30
24223,,177,236,76,150,105,194,,,,,,,,,,,,,,,,,24223,,23,28,24,33,27,26,24223,,25.000,,,,,17.666,24223,,3,,,,,35
25064,,,,,43,13,46,,,,,,,,,,,,,,,,,25064,,,,0,7,11,3,25064,,,,,25.000,,15.000,25064,,,,,3,,11
19151,39,51,28,45,71,50,39,,,,,,,,,,,,,,,,,19151,15,11,1,6,14,23,19,19151,,,,18.750,,,29.375,19151,,,,11,,,59
24077,46,221,247,193,274,24,,,,,,,,,,,,,,,,,,24077,12,14,16,12,16,14,0,24077,,,,15.000,25.000,,,24077,,,,4,2,,
16344,96,45,,,,,,,,,,,,,,,,,,,,,,16344,18,10,0,0,,,,16344,0.000,5.000,,,,,,16344,7,12,,,,,
22125,183,199,104,177,78,153,337,,,,,,,,,,,,,,,,,22125,30,29,24,25,17,22,31,22125,,,,16.666,,,,22125,,,,23,,,
25136,,,,170,566,874,845,,,,,,,,,,,,,,,,,25136,,,,6,14,22,15,25136,,,,,25.000,,,25136,,,,,2,,
10432,89,161,80,102,119,144,192,10432,4,,,1,,,,,,,,,,,,10432,21,19,18,16,18,16,21,10432,,,,,25.000,27.500,,10432,,,,,1,3,
24194,,320,284,7,,,,,,,,,,,,,,,,,,,,24194,,14,10,0,0,0,,24194,,20.000,,,,,,24194,,5,,,,,
9479,69,24,25,42,52,62,79,,,,,,,,,,,,,,,,,9479,24,19,18,16,17,21,22,9479,,,,,,15.000,,9479,,,,,,5,
25291,,,,148,328,348,234,,,,,,,,,,,,,,,,,25291,,,,8,22,41,33,25291,,,,27.000,15.714,,,25291,,,,8,7,,
21442,355,180,62,56,112,161,137,21442,,,,2,1,,,,,,,,,,,21442,24,27,9,14,27,23,21,21442,,,,,,,18.235,21442,,,,,,,40
15532,114,76,52,51,55,70,62,15532,3,,1,,1,,1,,,,,,,,,15532,20,18,19,16,18,10,17,15532,4.166,,15.000,,,24.285,,15532,15,,3,,,19,
7332,231,201,162,52,43,12,13,7332,,1,,1,,,,7332,2,5,6,,,,,7332,18,16,8,0,0,0,0,,,,,,,,,,,,,,,,
8201,15,54,25,22,60,71,114,,,,,,,,,,,,,,,,,8201,31,22,17,18,22,16,24,,,,,,,,,,,,,,,,
21790,257,192,196,190,123,215,197,21790,1,,1,2,,1,,,,,,,,,,21790,22,16,18,19,14,17,14,,,,,,,,,,,,,,,,
17303,104,129,111,174,239,152,111,,,,,,,,,,,,,,,,,17303,22,25,16,21,26,26,23,,,,,,,,,,,,,,,,
12507,344,198,208,235,218,114,219,,,,,,,,,,,,,,,,,12507,35,31,28,28,26,26,31,,,,,,,,,,,,,,,,
13655,4,34,23,21,31,47,19,13655,,,,,,2,,,,,,,,,,13655,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
19425,53,4,,,,,,19425,1,,,,,,,,,,,,,,,19425,9,10,0,0,,,,,,,,,,,,,,,,,,,
21098,32,46,47,8,,,,,,,,,,,,,,,,,,,,21098,8,8,5,13,0,0,,,,,,,,,,,,,,,,,
7301,36,35,58,16,26,31,76,,,,,,,,,,,,,,,,,7301,5,0,6,1,9,0,0,,,,,,,,,,,,,,,,
6880,84,,,,,,,,,,,,,,,,,,,,,,,6880,13,0,0,,,,,,,,,,,,,,,,,,,,
21754,629,401,422,308,1145,663,359,21754,,,,1,,,,,,,,,,,,21754,19,14,15,12,18,11,8,,,,,,,,,,,,,,,,
23623,11,182,133,66,,,,,,,,,,,,,,,,,,,,23623,9,23,21,9,0,0,0,,,,,,,,,,,,,,,,
24138,6,42,111,173,440,411,1317,,,,,,,,,,,,,,,,,24138,18,25,29,21,30,30,33,,,,,,,,,,,,,,,,
22442,176,30,,,,,,,,,,,,,,,,,,,,,,22442,14,5,0,0,,,,,,,,,,,,,,,,,,,
17748,7,105,46,117,132,15,,17748,,,,,1,,,,,,,,,,,17748,10,24,15,25,19,9,5,,,,,,,,,,,,,,,,
11678,73,135,286,224,208,190,107,11678,,1,4,,1,,2,11678,,,,,4,,1,11678,29,32,39,28,41,37,24,,,,,,,,,,,,,,,,
24494,,,109,180,96,88,106,,,,,,,,,,,,,,,,,24494,,,10,23,23,19,15,,,,,,,,,,,,,,,,
8741,134,101,120,74,100,95,125,8741,1,,,,1,,,,,,,,,,,8741,42,24,22,21,24,21,26,,,,,,,,,,,,,,,,
18431,383,192,110,139,162,377,361,18431,,,,,,,1,,,,,,,,,18431,34,25,16,15,23,30,26,,,,,,,,,,,,,,,,
25476,,,,20,335,22,,,,,,,,,,,,,,,,,,25476,,,,0,12,2,0,,,,,,,,,,,,,,,,
18616,,40,117,79,339,220,285,,,,,,,,,,,,,,,,,18616,0,9,12,11,21,18,20,18616,,21.666,,,,,,18616,,6,,,,,
18060,323,124,87,93,191,206,70,18060,1,,1,,2,2,,,,,,,,,,18060,35,18,25,27,33,30,18,18060,,,,,18.750,,,18060,,,,,8,,
25839,,,,,9,241,206,,,,,,,,,,,,,,,,,25839,,,,,5,27,27,25839,,,,,,25.000,,25839,,,,,,1,
18446,43,17,6,9,1,12,27,,,,,,,,,,,,,,,,,18446,7,13,12,15,0,14,21,18446,12.500,0.000,,,,,,18446,6,1,,,,,
23199,320,537,429,316,331,161,211,23199,,,1,,,,,,,,,,,,,23199,32,37,34,37,35,28,31,23199,25.000,,,,,,,23199,1,,,,,,
6982,377,408,457,459,522,425,342,,,,,,,,,,,,,,,,,6982,34,36,34,33,32,37,35,6982,,25.000,26.666,,25.000,,24.545,6982,,2,4,,1,,12
23275,43,59,98,54,40,39,9,,,,,,,,,,,,,,,,,23275,18,22,20,13,20,17,12,23275,,,,20.000,25.000,,,23275,,,,7,2,,
6228,151,83,388,75,84,99,215,,,,,,,,,,,,,,,,,6228,31,11,40,0,23,28,38,6228,,,,,20.000,,21.428,6228,,,,,5,,12
23339,629,667,387,355,776,713,1058,23339,,,,,2,,,,,,,,,,,23339,22,25,13,13,23,25,32,23339,25.000,,,,,,,23339,2,,,,,,
25804,,,,,,41,49,25804,,,,,,1,,,,,,,,,,25804,,,,,8,11,7,25804,,,,,,27.500,10.000,25804,,,,,,6,1
25184,,,,39,123,74,63,,,,,,,,,,,,,,,,,25184,,,,2,14,5,22,25184,,,,,20.000,30.000,,25184,,,,,3,2,
8129,124,121,143,212,196,180,123,8129,,,,,,,1,8129,,,,,,1,1,8129,37,41,22,30,39,39,41,8129,,,,7.500,,,,8129,,,,3,,,
17687,443,135,155,58,,,,17687,6,,1,4,,,,17687,10,,1,,,,,17687,27,11,16,15,0,0,0,17687,25.000,,,,,,,17687,3,,,,,,
17995,89,79,126,51,37,,,,,,,,,,,,,,,,,,,17995,15,12,3,18,8,0,0,17995,,,28.571,,,,,17995,,,34,,,,
17620,342,310,139,178,192,172,269,17620,1,,,,,5,1,,,,,,,,,17620,30,21,11,16,14,17,25,17620,,,15.000,,,,25.000,17620,,,1,,,,52
13727,46,68,35,93,70,36,76,13727,,,,1,,,,,,,,,,,,13727,25,30,22,19,25,23,25,13727,,,,35.833,,,26.111,13727,,,,22,,,28
18357,,28,2,30,20,78,34,,,,,,,,,,,,,,,,,18357,26,24,16,16,20,31,20,18357,,18.000,,,,,,18357,,10,,,,,
22652,332,314,309,285,472,211,213,,,,,,,,,,,,,,,,,22652,21,28,23,21,30,27,23,22652,,,,20.000,,,,22652,,,,6,,,
16802,95,34,,,,,,,,,,,,,,16802,6,,,,,,,16802,21,17,0,0,,,,16802,25.000,25.000,,,,,,16802,4,4,,,,,
24790,,,23,42,228,232,296,,,,,,,,,,,,,,,,,24790,,,11,7,12,20,23,24790,,,15.000,,,,15.000,24790,,,2,,,,25
13605,659,474,350,216,281,609,631,13605,,1,,,,,1,,,,,,,,,13605,22,20,19,14,15,17,16,,,,,,,,,,,,,,,,
25577,,,,,36,85,49,,,,,,,,,,,,,,,,,25577,,,,,4,9,3,,,,,,,,,,,,,,,,
25704,,,,,25,93,43,,,,,,,,,,,,,,,,,25704,,,,,2,22,11,,,,,,,,,,,,,,,,
25686,,,,,9,67,188,,,,,,,,,,,,,,,,,25686,,,,,0,17,24,,,,,,,,,,,,,,,,
18246,103,7,,,,,,,,,,,,,,,,,,,,,,18246,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
21913,35,40,202,118,6,90,125,,,,,,,,,,,,,,,,,21913,18,23,29,24,12,21,29,,,,,,,,,,,,,,,,
23938,13,,,,,,,,,,,,,,,,,,,,,,,23938,3,0,1,0,2,0,0,,,,,,,,,,,,,,,,
25605,,,,,,71,42,25605,,,,,,,1,,,,,,,,,25605,,,,,11,21,17,,,,,,,,,,,,,,,,
26475,,,,,,,22,,,,,,,,,,,,,,,,,26475,,,,,,,0,,,,,,,,,,,,,,,,
25958,,,,,,4,57,,,,,,,,,,,,,,,,,25958,,,,,0,4,20,,,,,,,,,,,,,,,,
19211,50,42,3,,,,,,,,,,,,,,,,,,,,,19211,16,15,0,0,,,,,,,,,,,,,,,,,,,
13985,27,,,,,,,,,,,,,,,,,,,,,,,13985,10,0,0,0,,,,,,,,,,,,,,,,,,,
22367,13,,,,,,,,,,,,,,,,,,,,,,,22367,9,,,,,,,,,,,,,,,,,,,,,,
15819,14,,,,,,,,,,,,,,,,,,,,,,,15819,13,7,6,10,6,13,5,,,,,,,,,,,,,,,,
12545,5,,,,,,,,,,,,,,,,,,,,,,,12545,2,4,0,0,,0,0,,,,,,,,,,,,,,,,
11862,,3,2,,,,,,,,,,,,,,,,,,,,,11862,0,0,0,0,,,0,,,,,,,,,,,,,,,,
