userid,logins_m_1,logins_m_2,logins_m_3,logins_m_4,touserid,kudos_t_m_1,kudos_t_m_2,kudos_t_m_3,kudos_t_m_4,fromuserid,kudos_f_m_1,kudos_f_m_2,kudos_f_m_3,kudos_f_m_4,userid_0,kpi_m_1,kpi_m_2,kpi_m_3,kpi_m_4,userid_1,lrn_m_1,lrn_m_2,lrn_m_3,lrn_m_4,userid_2,lrn_t_m_1,lrn_t_m_2,lrn_t_m_3,lrn_t_m_4
6142,206,245,391,184,,,,,,,,,,,6142,20,20,20,24,6142,83.333,,10.000,,6142,6,,1,
21935,21,,,,,,,,,,,,,,21935,11,1,0,0,21935,25.000,,,,21935,2,,,
16894,212,112,314,212,,,,,,,,,,,16894,23,22,32,23,16894,,25.000,,,16894,,2,,
23173,536,245,463,288,,,,,,23173,,3,3,3,23173,29,27,37,22,23173,,25.000,,13.333,23173,,2,,6
6916,140,82,128,78,,,,,,,,,,,6916,6,4,10,9,6916,,,,25.000,6916,,,,3
25856,,20,21,89,,,,,,,,,,,25856,0,12,11,18,25856,,,,30.000,25856,,,,2
20139,490,194,337,77,20139,,,2,1,,,,,,20139,32,29,33,22,20139,,,17.777,,20139,,,20,
23105,260,242,335,227,,,,,,,,,,,23105,29,25,32,31,23105,,,20.000,,23105,,,3,
25852,,92,103,154,,,,,,,,,,,25852,0,4,16,21,25852,,19.000,5.000,16.666,25852,,30,8,6
25837,,145,64,,,,,,,,,,,,25837,0,9,2,0,25837,,10.000,,,25837,,3,,
25720,,402,60,178,,,,,,,,,,,25720,0,14,1,8,25720,,19.285,,13.333,25720,,12,,7
24759,865,851,937,886,24759,,2,1,1,,,,,,24759,26,24,25,22,24759,0.000,,34.545,,24759,1,,30,
21557,199,193,270,190,21557,2,,1,1,,,,,,21557,29,20,31,26,21557,25.000,25.000,13.750,,21557,6,5,11,
5980,240,328,589,276,,,,,,,,,,,5980,30,28,29,23,5980,,,21.071,,5980,,,52,
24531,361,427,636,830,,,,,,,,,,,24531,17,23,27,28,24531,,,18.125,,24531,,,13,
6252,60,71,79,33,,,,,,6252,,5,,,6252,29,25,34,19,6252,25.000,27.500,20.625,30.000,6252,2,3,17,4
11793,,6,177,100,,,,,,,,,,,11793,,0,15,3,11793,,,22.916,12.500,11793,,,19,3
24381,87,167,244,90,,,,,,,,,,,24381,11,10,17,4,24381,,28.333,12.000,,24381,,4,10,
26112,,,69,52,26112,,,1,,,,,,,26112,,10,11,16,26112,,,20.000,,26112,,,6,
9867,7,5,61,31,,,,,,,,,,,9867,21,11,22,27,9867,40.000,,20.625,24.000,9867,2,,63,41
23536,72,90,123,241,23536,,,,4,,,,,,23536,29,19,29,40,23536,,,22.187,,23536,,,26,
12896,140,144,381,316,,,,,,,,,,,12896,24,25,28,26,12896,,,23.529,,12896,,,40,
6940,120,79,137,235,,,,,,,,,,,6940,26,25,7,4,6940,,,25.357,,6940,,,205,
25453,14,5,200,222,,,,,,,,,,,25453,27,24,21,22,25453,,,0.000,,25453,,,10,
26297,,,414,469,26297,,,,1,,,,,,26297,,0,20,29,26297,,,,17.857,26297,,,,16
24303,107,23,16,,,,,,,,,,,,24303,12,20,26,9,24303,21.000,,,,24303,83,,,
22295,412,264,510,416,22295,1,1,2,1,22295,2,1,,,22295,30,18,33,31,22295,,,29.000,32.500,22295,,,46,9
9717,366,107,103,182,,,,,,,,,,,9717,27,19,18,19,9717,,,10.000,,9717,,,1,
9819,75,81,35,153,9819,,,1,,9819,,,1,,9819,31,21,22,37,9819,,26.666,,,9819,,5,,
5904,386,508,625,456,5904,,,1,,,,,,,5904,31,25,38,30,5904,,,37.000,,5904,,,9,
24474,182,150,280,85,24474,5,,1,,,,,,,24474,33,26,37,24,24474,,,17.857,,24474,,,31,
26065,,16,230,459,,,,,,,,,,,26065,,0,13,31,26065,,,21.250,40.000,26065,,,12,5
22753,33,53,267,164,22753,,,,1,,,,,,22753,11,10,32,11,22753,20.000,18.333,18.125,35.000,22753,4,6,10,61
25000,111,93,69,36,,,,,,,,,,,25000,20,7,8,11,25000,25.000,,,,25000,2,,,
13740,63,107,180,53,,,,,,,,,,,13740,29,22,26,26,13740,,,10.625,10.000,13740,,,13,1
14784,200,200,349,199,,,,,,,,,,,14784,23,23,24,24,14784,,22.500,12.500,30.000,14784,,4,6,3
24648,685,478,382,78,,,,,,,,,,,24648,25,26,28,11,24648,18.888,,,17.142,24648,19,,,15
25448,103,,,,,,,,,25448,2,,,,25448,6,0,0,,25448,24.285,,,,25448,23,,,
26522,,,52,676,,,,,,26522,,,,1,26522,,,10,20,26522,,,14.200,33.500,26522,,,7,23
12777,1,17,4,33,,,,,,,,,,,12777,13,14,10,14,12777,,25.000,,18.333,12777,,1,,4
25937,,45,217,409,,,,,,,,,,,25937,,4,18,26,25937,,,,16.666,25937,,,,7
8376,18,63,27,197,8376,,,,1,8376,,,,1,8376,17,22,15,23,8376,,,,22.000,8376,,,,11
26192,,,62,24,,,,,,,,,,,26192,,0,9,14,26192,,,,2.500,26192,,,,7
25536,37,131,147,73,,,,,,,,,,,25536,7,9,11,7,25536,,33.333,,,25536,,19,,
20152,106,151,143,4,20152,1,5,1,,20152,1,,4,,20152,28,30,13,0,20152,,30.000,,,20152,,2,,
26394,,,42,49,,,,,,,,,,,26394,,0,10,8,26394,,,10.000,,26394,,,1,
19514,248,320,367,256,,,,,,,,,,,19514,10,16,15,13,19514,150.000,,,,19514,1,,,
17801,185,188,136,106,,,,,,,,,,,17801,25,25,26,21,17801,21.666,30.000,10.000,,17801,6,1,1,
5655,615,558,705,461,,,,,,,,,,,5655,29,24,25,24,5655,150.000,0.000,,,5655,1,2,,
6115,170,192,499,251,,,,,,,,,,,6115,22,23,31,25,6115,,,21.190,,6115,,,48,
12746,24,48,76,17,12746,,,1,,,,,,,12746,9,14,22,6,12746,,,10.000,,12746,,,1,
7000,13,22,43,52,7000,,1,,3,,,,,,7000,19,15,14,18,7000,,,10.000,0.000,7000,,,2,1
16691,203,196,123,197,,,,,,16691,,1,,,16691,27,19,21,26,16691,,,18.125,,16691,,,12,
17374,198,202,341,86,17374,,,1,1,17374,,1,2,,17374,18,36,29,7,17374,,,19.000,,17374,,,24,
25995,,382,836,502,25995,,,1,,,,,,,25995,0,12,22,18,25995,,17.777,,,25995,,52,,
25042,1265,810,1222,781,,,,,,,,,,,25042,23,23,19,15,25042,,,25.000,,25042,,,17,
24488,123,144,182,133,,,,,,,,,,,24488,20,21,26,20,24488,,40.000,13.750,0.000,24488,,2,15,1
20388,330,436,640,387,20388,,,1,,20388,,,1,,20388,19,24,24,22,20388,15.000,,,,20388,8,,,
17388,51,30,44,12,,,,,,,,,,,17388,19,8,10,12,17388,,,19.230,,17388,,,29,
18556,546,505,1275,372,18556,1,,,,,,,,,18556,34,21,35,23,18556,,12.500,10.000,,18556,,2,1,
12048,168,250,95,24,,,,,,12048,,3,,,12048,16,36,12,9,12048,29.000,30.000,29.583,,12048,7,1,35,
18505,650,772,513,333,18505,4,2,4,3,18505,13,18,11,2,18505,42,43,42,34,18505,20.000,,17.500,,18505,11,,11,
12642,87,117,110,71,12642,2,2,,1,12642,2,3,,1,12642,11,24,0,14,12642,,,26.666,0.000,12642,,,52,1
12621,294,175,146,126,,,,,,,,,,,12621,30,24,34,30,12621,25.000,,18.666,,12621,3,,39,
23578,321,314,241,82,,,,,,23578,4,,,,23578,29,33,22,15,23578,0.000,,,,23578,2,,,
11629,51,124,83,73,,,,,,,,,,,11629,13,26,28,30,11629,,,11.250,,11629,,,8,
25497,114,42,12,2,,,,,,,,,,,25497,7,26,12,2,25497,11.153,16.666,,,25497,30,7,,
25801,58,136,96,65,25801,1,2,1,1,,,,,,25801,8,27,27,28,25801,16.250,30.000,22.500,22.500,25801,6,2,4,6
25045,718,301,139,5,25045,,,1,,,,,,,25045,30,31,22,0,25045,,25.000,,,25045,,8,,
19913,329,375,331,144,,,,,,,,,,,19913,19,15,20,5,19913,25.000,,15.000,,19913,2,,21,
16413,113,98,189,134,,,,,,,,,,,16413,28,34,32,32,16413,,,30.000,,16413,,,41,
24534,52,37,40,60,,,,,,,,,,,24534,20,14,23,20,24534,,,17.500,,24534,,,19,
23188,248,231,368,172,23188,1,,,,23188,1,,,,23188,15,15,24,11,23188,,0.000,10.000,,23188,,2,2,
21185,80,111,215,110,21185,,1,,,21185,,3,1,,21185,19,17,23,19,21185,25.000,,30.277,,21185,2,,102,
14088,122,105,192,115,,,,,,,,,,,14088,13,16,25,18,14088,25.000,30.000,12.500,,14088,3,4,4,
18994,262,108,95,51,,,,,,18994,,,2,,18994,19,11,14,9,18994,19.285,,,,18994,9,,,
24288,235,345,385,394,24288,,5,,,,,,,,24288,8,10,14,22,24288,,,25.000,,24288,,,2,
14117,88,39,31,40,,,,,,,,,,,14117,8,5,13,14,14117,,8.333,,,14117,,4,,
20527,892,643,1312,642,,,,,,,,,,,20527,36,34,35,24,20527,0.000,,10.000,0.000,20527,1,,1,1
7640,390,336,416,396,,,,,,7640,,1,,,7640,41,46,45,42,7640,20.000,,17.500,15.000,7640,4,,17,3
11668,30,43,96,1,11668,,1,,,,,,,,11668,10,13,6,0,11668,,,35.000,,11668,,,5,
21819,95,135,249,192,,,,,,,,,,,21819,8,14,24,22,21819,25.000,,23.571,8.750,21819,2,,15,5
25539,101,304,297,382,25539,,,,1,,,,,,25539,16,34,17,23,25539,90.000,,18.823,,25539,4,,34,
8391,158,97,123,110,8391,2,,,,,,,,,8391,32,28,32,32,8391,,,10.000,,8391,,,1,
23342,256,239,312,318,23342,,1,,,23342,,,2,1,23342,20,17,24,26,23342,150.000,,0.000,,23342,2,,1,
25716,36,108,81,381,,,,,,,,,,,25716,16,11,11,25,25716,,40.000,20.000,,25716,,2,6,
20554,108,167,77,38,,,,,,,,,,,20554,19,24,21,16,20554,25.000,23.750,,,20554,4,13,,
12453,88,41,83,97,,,,,,,,,,,12453,22,27,26,32,12453,,,22.500,,12453,,,8,
25438,74,67,20,6,,,,,,,,,,,25438,9,16,24,16,25438,25.000,33.333,15.000,25.000,25438,2,5,4,3
12814,442,723,989,455,,,,,,12814,,,1,,12814,41,42,49,36,12814,,,0.000,,12814,,,1,
26149,,4,127,219,,,,,,,,,,,26149,,0,18,14,26149,,,25.000,15.000,26149,,,3,8
21839,241,156,124,103,,,,,,,,,,,21839,16,10,7,6,21839,150.000,,10.000,0.000,21839,1,,1,3
26558,,,,182,,,,,,,,,,,26558,,,0,13,26558,,,,0.000,26558,,,,2
22935,584,425,359,317,22935,,,,1,,,,,,22935,28,17,19,20,22935,25.000,,,,22935,3,,,
26265,,9,254,218,,,,,,,,,,,26265,,0,25,18,26265,,,18.333,19.000,26265,,,3,7
17473,86,64,86,81,17473,,,1,,,,,,,17473,19,22,19,25,17473,,40.000,40.000,,17473,,1,5,
7623,275,227,146,104,7623,4,3,1,,7623,3,,1,,7623,27,17,16,16,7623,,,10.000,,7623,,,3,
9828,6,10,4,13,,,,,,,,,,,9828,8,6,19,7,9828,,22.500,,0.000,9828,,3,,1
16326,52,76,3,14,16326,,1,,,,,,,,16326,37,34,37,35,16326,25.000,16.666,,,16326,2,5,,
19386,61,22,4,6,,,,,,,,,,,19386,20,16,14,19,19386,,26.666,15.000,25.000,19386,,7,4,5
9984,160,239,186,147,,,,,,,,,,,9984,24,22,24,21,9984,,,10.000,0.000,9984,,,2,1
25861,,205,337,204,,,,,,25861,,1,,1,25861,,11,20,22,25861,,18.750,10.000,20.000,25861,,8,1,5
11732,16,5,,,,,,,,,,,,,11732,28,33,26,22,11732,25.000,,,,11732,1,,,
13659,37,65,73,60,,,,,,,,,,,13659,12,17,20,19,13659,25.000,,,,13659,2,,,
17117,74,111,238,127,,,,,,,,,,,17117,26,24,32,33,17117,25.000,36.666,0.000,16.000,17117,2,7,1,9
8106,17,4,46,16,,,,,,,,,,,8106,20,6,28,19,8106,,,10.000,,8106,,,1,
5763,92,56,93,104,,,,,,,,,,,5763,15,9,21,22,5763,150.000,20.000,,,5763,2,2,,
22535,132,99,146,116,22535,,1,,,,,,,,22535,36,29,41,43,22535,,24.000,,20.000,22535,,11,,1
21773,28,36,20,33,,,,,,,,,,,21773,10,15,5,6,21773,,,15.000,,21773,,,2,
12029,113,212,238,58,,,,,,,,,,,12029,15,20,27,11,12029,12.500,,40.000,,12029,4,,4,
21983,308,143,275,102,21983,,,,1,21983,,,,5,21983,26,24,26,17,21983,20.000,,34.000,,21983,2,,29,
5732,432,520,638,464,,,,,,,,,,,5732,12,23,22,18,5732,150.000,,,0.000,5732,2,,,1
12837,103,80,153,154,,,,,,,,,,,12837,15,12,34,24,12837,,30.000,10.000,,12837,,1,1,
17623,395,450,406,415,17623,,1,,,,,,,,17623,17,21,20,18,17623,0.000,,,,17623,1,,,
25405,303,500,164,,,,,,,,,,,,25405,8,14,5,0,25405,21.666,,,,25405,3,,,
24404,551,146,148,558,,,,,,,,,,,24404,18,16,11,17,24404,,,,0.000,24404,,,,1
7750,243,207,241,205,7750,,,,1,7750,4,11,3,1,7750,25,26,20,7,7750,,,,30.000,7750,,,,1
24247,114,162,374,164,,,,,,,,,,,24247,19,23,37,22,24247,,,20.000,0.000,24247,,,3,2
26056,,,12,6,,,,,,,,,,,26056,,2,11,8,26056,,,0.000,,26056,,,1,
26296,,,44,156,,,,,,,,,,,26296,,,1,5,26296,,,10.000,15.000,26296,,,1,5
24565,54,39,11,,,,,,,,,,,,24565,11,9,5,0,24565,25.000,15.000,,,24565,2,3,,
6699,260,342,461,447,,,,,,,,,,,6699,24,28,31,27,6699,25.000,20.000,5.000,3.333,6699,1,1,2,3
18540,420,386,253,294,18540,,3,1,,18540,5,3,3,2,18540,26,27,20,34,18540,25.000,40.000,,40.000,18540,2,4,,3
6890,,96,592,641,6890,,,1,1,,,,,,6890,,5,21,28,6890,,,0.000,,6890,,,1,
25854,,326,167,495,,,,,,,,,,,25854,0,6,9,16,25854,,,,0.000,25854,,,,1
26469,,,,126,,,,,,,,,,,26469,,,0,15,26469,,,,30.000,26469,,,,2
12736,63,8,5,2,,,,,,,,,,,12736,21,17,28,14,12736,27.500,,,,12736,4,,,
24981,1024,310,479,1101,,,,,,,,,,,24981,22,9,4,16,24981,25.000,30.000,10.000,10.000,24981,2,7,8,3
25003,29,72,13,,25003,1,,,,,,,,,25003,1,7,3,0,25003,,30.000,,,25003,,2,,
7315,642,312,423,519,,,,,,,,,,,7315,25,22,27,28,7315,,,0.000,,7315,,,1,
17412,109,150,154,127,17412,,2,,,,,,,,17412,15,30,28,24,17412,,,,10.000,17412,,,,1
10174,134,88,148,134,10174,,,3,,,,,,,10174,41,36,40,36,10174,,25.000,,0.000,10174,,2,,1
20068,128,104,123,283,,,,,,,,,,,20068,22,20,21,23,20068,,30.000,,0.000,20068,,3,,1
26553,,,25,110,,,,,,,,,,,26553,,,0,0,26553,,,,13.333,26553,,,,6
7309,52,108,90,29,,,,,,,,,,,7309,13,21,14,4,7309,,0.000,20.000,,7309,,1,1,
25561,41,540,657,596,,,,,,,,,,,25561,8,24,25,21,25561,25.000,30.000,,15.000,25561,4,5,,2
26608,,,,107,,,,,,,,,,,26608,,,0,19,26608,,,,25.000,26608,,,,2
10116,92,94,214,60,,,,,,,,,,,10116,26,16,28,20,10116,,,,0.000,10116,,,,1
9272,81,70,161,237,9272,,,,1,,,,,,9272,21,14,24,25,9272,,,,30.000,9272,,,,1
18544,217,225,144,9,,,,,,,,,,,18544,22,16,18,3,18544,,20.000,10.000,,18544,,3,2,
24540,284,467,396,201,,,,,,24540,4,13,9,2,24540,15,16,15,11,24540,,,0.000,0.000,24540,,,1,3
20362,,,49,58,,,,,,,,,,,20362,5,5,18,10,20362,,,0.000,0.000,20362,,,1,1
25302,67,24,141,97,,,,,,,,,,,25302,21,5,29,24,25302,,,20.000,30.000,25302,,,3,3
14670,36,15,47,28,14670,,,1,,,,,,,14670,23,19,21,21,14670,,,10.000,0.000,14670,,,1,1
7084,208,237,362,180,7084,,,1,,,,,,,7084,32,23,33,23,7084,,20.000,14.000,25.000,7084,,4,6,2
21593,294,104,292,291,21593,2,,,2,,,,,,21593,23,7,19,21,21593,25.000,25.000,,25.000,21593,2,1,,1
24495,228,182,339,192,,,,,,,,,,,24495,16,15,12,11,24495,,,20.000,0.000,24495,,,5,1
22219,169,211,174,51,,,,,,,,,,,22219,20,24,34,25,22219,,,0.000,,22219,,,6,
8034,379,295,286,326,,,,,,,,,,,8034,32,26,28,29,8034,12.500,,,15.000,8034,2,,,3
16498,69,76,57,131,,,,,,,,,,,16498,11,6,12,15,16498,,25.000,,22.500,16498,,2,,2
6305,88,91,22,35,,,,,,,,,,,6305,28,27,24,26,6305,,,20.000,,6305,,,2,
12702,188,198,177,166,12702,,,1,,,,,,,12702,27,34,34,33,12702,0.000,,,,12702,1,,,
24741,169,45,,,,,,,,,,,,,24741,10,0,0,,24741,,40.000,,,24741,,1,,
26138,,22,31,13,,,,,,,,,,,26138,,1,0,1,26138,,25.000,10.000,0.000,26138,,3,1,1
26111,,,224,270,,,,,,,,,,,26111,,0,19,21,26111,,,0.000,,26111,,,2,
25685,81,531,399,,25685,1,,,,,,,,,25685,2,16,10,0,25685,,26.666,,,25685,,9,,
14843,839,193,539,328,,,,,,,,,,,14843,36,25,29,26,14843,12.500,,,,14843,3,,,
26218,,,2,51,,,,,,,,,,,26218,,0,2,23,26218,,,0.000,7.187,26218,,,1,24
26499,,,,275,,,,,,,,,,,26499,,,0,17,26499,,,,19.062,26499,,,,43
26211,,,10,28,,,,,,,,,,,26211,,0,13,7,26211,,,,20.000,26211,,,,4
17320,142,155,255,159,17320,,1,1,,,,,,,17320,11,13,17,14,17320,,,36.363,,17320,,,106,
14471,185,170,129,164,,,,,,,,,,,14471,23,18,17,23,14471,,,,25.000,14471,,,,8
11347,90,161,201,62,,,,,,,,,,,11347,15,24,23,10,11347,,,19.666,,11347,,,40,
19803,466,622,510,302,,,,,,,,,,,19803,33,35,35,27,19803,,,30.294,,19803,,,64,
6719,57,156,117,151,6719,,1,,,,,,,,6719,17,22,22,24,6719,,,22.142,,6719,,,32,
24963,305,194,48,27,24963,3,,,,24963,,,1,,24963,15,9,7,11,24963,,,,0.000,24963,,,,1
13970,118,117,140,76,,,,,,,,,,,13970,12,13,14,2,13970,,,0.000,,13970,,,1,
16628,157,69,83,144,,,,,,16628,,1,,,16628,21,8,20,25,16628,,,,11.000,16628,,,,8
17791,80,34,17,178,,,,,,,,,,,17791,23,21,25,24,17791,,23.750,,10.000,17791,,9,,4
26691,,,,12,,,,,,,,,,,26691,,,,12,26691,,,,15.000,26691,,,,6
17055,109,83,71,84,,,,,,,,,,,17055,26,23,25,20,17055,150.000,,0.000,,17055,1,,1,
12459,18,30,53,40,12459,,,1,,,,,,,12459,9,1,14,3,12459,,,20.000,,12459,,,3,
13044,267,187,177,303,,,,,,,,,,,13044,27,30,39,31,13044,,,20.000,15.000,13044,,,2,2
8409,62,54,85,46,8409,,1,,2,,,,,,8409,32,35,40,37,8409,25.000,27.500,,,8409,1,3,,
24354,444,329,323,295,24354,1,,,,,,,,,24354,15,12,18,10,24354,25.000,,,,24354,2,,,
23485,361,402,628,286,,,,,,23485,1,2,,,23485,16,21,23,20,23485,150.000,,10.000,7.500,23485,2,,2,7
24785,116,126,63,40,24785,2,1,3,,,,,,,24785,25,23,20,22,24785,,40.000,,,24785,,5,,
23371,110,131,235,82,,,,,,,,,,,23371,20,29,21,10,23371,13.750,30.000,27.500,28.333,23371,9,3,9,13
25623,,351,427,690,,,,,,,,,,,25623,0,12,10,15,25623,,,10.000,,25623,,,1,
17844,211,79,401,384,,,,,,,,,,,17844,7,7,18,22,17844,,,20.000,,17844,,,2,
24106,346,264,162,60,,,,,,24106,,1,,,24106,16,17,13,8,24106,0.000,,,,24106,3,,,
23510,80,103,129,65,,,,,,,,,,,23510,21,27,31,17,23510,,,18.571,,23510,,,16,
25143,292,215,463,91,,,,,,,,,,,25143,14,17,20,4,25143,25.000,,,,25143,2,,,
17921,178,197,428,87,17921,1,,1,,,,,,,17921,18,22,32,10,17921,,,29.230,,17921,,,30,
26386,,,244,242,,,,,,,,,,,26386,,0,28,28,26386,,,25.000,,26386,,,2,
24405,164,5,,,,,,,,,,,,,24405,22,7,0,0,24405,25.833,,,,24405,10,,,
10083,157,70,75,43,,,,,,,,,,,10083,16,12,12,11,10083,,,,0.000,10083,,,,1
25066,288,286,114,27,25066,1,,,,25066,,3,,,25066,40,34,25,8,25066,,,,15.000,25066,,,,2
26348,,,73,36,,,,,,,,,,,26348,,0,21,23,26348,,,11.666,,26348,,,9,
22552,81,170,96,65,22552,2,,,,22552,2,2,,,22552,16,21,16,9,22552,25.000,,,,22552,1,,,
11521,37,57,62,12,,,,,,,,,,,11521,31,26,27,23,11521,,,10.000,,11521,,,1,
25733,20,103,79,117,,,,,,,,,,,25733,8,9,20,15,25733,,23.250,,10.000,25733,,7,,2
25534,27,35,,,,,,,,,,,,,25534,0,13,0,0,25534,,12.500,,,25534,,3,,
14786,7,5,,,,,,,,,,,,,14786,19,25,28,19,14786,8.333,,,,14786,3,,,
22697,128,110,128,96,,,,,,,,,,,22697,18,18,18,11,22697,150.000,,10.000,,22697,2,,3,
24761,279,124,254,22,24761,2,,,,,,,,,24761,38,40,40,14,24761,,,23.076,40.000,24761,,,38,2
9359,356,293,426,236,,,,,,,,,,,9359,32,36,32,22,9359,,,,5.000,9359,,,,6
26562,,,1,181,,,,,,,,,,,26562,,,7,19,26562,,,,8.214,26562,,,,27
16393,204,103,54,314,16393,1,1,3,2,,,,,,16393,26,23,26,22,16393,25.000,40.000,19.000,12.500,16393,2,1,13,4
22674,33,,,,,,,,,,,,,,22674,9,0,0,,22674,25.000,,,,22674,4,,,
26846,,,,64,,,,,,,,,,,26846,,,,0,26846,,,,6.363,26846,,,,17
18943,380,315,434,588,18943,,1,,,,,,,,18943,37,31,44,42,18943,16.875,21.666,0.000,18.333,18943,8,3,3,14
23522,244,287,297,229,,,,,,,,,,,23522,19,14,23,19,23522,,20.000,,,23522,,3,,
7634,97,44,93,26,7634,,,1,,7634,,,1,,7634,24,23,31,23,7634,25.000,,20.000,,7634,3,,18,
22343,517,411,203,422,,,,,,,,,,,22343,28,39,16,37,22343,12.500,,30.769,10.000,22343,3,,82,1
6996,11,14,18,11,,,,,,,,,,,6996,0,0,0,0,6996,90.000,35.000,0.000,,6996,4,3,1,
26403,,,13,65,,,,,,,,,,,26403,,0,4,15,26403,,,26.666,,26403,,,6,
22901,343,23,,,,,,,,22901,1,,,,22901,21,4,0,0,22901,75.000,,,,22901,4,,,
19640,104,54,152,95,19640,3,2,,,,,,,,19640,21,13,26,17,19640,,30.000,,30.000,19640,,3,,1
22433,317,210,606,763,,,,,,,,,,,22433,31,26,27,28,22433,,,26.000,,22433,,,13,
25996,,202,185,167,25996,,1,,,25996,,1,,,25996,,10,15,15,25996,,,10.000,,25996,,,1,
23531,634,570,479,682,,,,,,,,,,,23531,29,23,13,31,23531,150.000,35.000,,,23531,2,5,,
25991,,8,9,20,,,,,,,,,,,25991,,0,8,5,25991,,,,15.555,25991,,,,23
17564,128,151,97,57,,,,,,,,,,,17564,23,19,17,16,17564,,,,20.000,17564,,,,3
22072,354,277,244,175,22072,3,1,,,,,,,,22072,21,20,16,11,22072,,,,30.000,22072,,,,6
12794,111,72,374,258,,,,,,,,,,,12794,6,0,16,11,12794,0.000,,,,12794,1,,,
11885,34,34,9,18,,,,,,,,,,,11885,27,20,21,16,11885,,40.000,,,11885,,3,,
25567,7,15,,,,,,,,,,,,,25567,1,5,0,0,25567,,25.000,,,25567,,3,,
26507,,,122,295,,,,,,,,,,,26507,,,4,9,26507,,,10.000,22.500,26507,,,2,9
21477,471,704,482,914,21477,,1,,,21477,,1,,,21477,29,31,25,26,21477,,,,6.666,21477,,,,4
14112,161,205,287,122,,,,,,14112,,,1,,14112,36,36,35,34,14112,,,36.875,,14112,,,18,
7700,68,25,21,30,7700,2,,,,,,,,,7700,33,25,30,15,7700,25.000,,,,7700,3,,,
12627,154,309,273,96,12627,,,1,,,,,,,12627,24,34,31,22,12627,,,,30.000,12627,,,,1
8089,123,102,176,136,8089,3,1,2,,,,,,,8089,44,40,44,31,8089,,,,0.000,8089,,,,1
24846,897,420,586,372,,,,,,,,,,,24846,28,21,28,20,24846,150.000,40.000,,10.000,24846,2,3,,1
26188,,,543,347,,,,,,,,,,,26188,,0,13,12,26188,,,0.000,,26188,,,2,
8768,891,683,686,755,,,,,,,,,,,8768,22,20,18,22,8768,25.000,30.000,,,8768,2,1,,
7429,550,857,774,828,,,,,,,,,,,7429,17,19,21,18,7429,,,,0.000,7429,,,,3
26483,,,,193,,,,,,,,,,,26483,,,11,25,26483,,,,0.000,26483,,,,3
26337,,,16,30,,,,,,,,,,,26337,,0,8,10,26337,,,0.000,20.000,26337,,,2,7
21339,524,262,181,271,,,,,,,,,,,21339,39,31,31,26,21339,,,10.000,,21339,,,2,
16772,80,115,71,43,,,,,,,,,,,16772,15,19,10,11,16772,,12.500,,,16772,,3,,
26182,,,217,1105,,,,,,,,,,,26182,,0,15,27,26182,,,20.000,0.000,26182,,,6,1
26443,,,37,,,,,,,,,,,,26443,,,0,,26443,,,20.000,,26443,,,2,
7102,,,8,29,,,,,,,,,,,7102,,,4,17,7102,,,,0.000,7102,,,,1
14697,58,10,31,34,,,,,,,,,,,14697,26,19,23,19,14697,20.000,,,,14697,3,,,
9723,143,96,129,101,,,,,,,,,,,9723,23,18,9,12,9723,,,20.000,,9723,,,2,
24336,212,64,63,,,,,,,,,,,,24336,22,6,5,0,24336,25.000,,,,24336,6,,,
25674,8,11,30,69,,,,,,,,,,,25674,0,5,4,24,25674,,,40.000,,25674,,,3,
12918,74,56,109,84,12918,,,1,1,12918,,,3,2,12918,23,25,33,22,12918,,40.000,10.000,,12918,,2,2,
26341,,,11,281,,,,,,,,,,,26341,,,3,17,26341,,,,0.000,26341,,,,1
9951,96,84,104,118,,,,,,,,,,,9951,18,22,17,23,9951,25.000,30.000,10.000,30.000,9951,1,1,1,1
16792,39,78,39,44,,,,,,,,,,,16792,9,19,11,13,16792,,,0.000,,16792,,,1,
8563,108,82,94,35,,,,,,,,,,,8563,22,23,23,22,8563,,40.000,,,8563,,1,,
14273,65,18,80,44,14273,,3,,,,,,,,14273,21,11,23,13,14273,,30.000,,,14273,,1,,
21436,69,17,47,159,,,,,,,,,,,21436,18,16,23,23,21436,,,,20.000,21436,,,,2
18006,146,166,173,71,18006,,2,,,18006,,4,,,18006,34,32,34,13,18006,,,10.000,,18006,,,1,
22165,147,54,338,72,22165,,1,,,,,,,,22165,31,29,45,10,22165,,,10.000,,22165,,,1,
11978,88,115,43,57,,,,,,11978,,1,,,11978,0,0,0,0,11978,0.000,,,,11978,1,,,
26539,,,20,103,,,,,,,,,,,26539,,,16,17,26539,,,0.000,,26539,,,1,
24572,95,203,136,119,24572,,1,,,,,,,,24572,21,36,23,22,24572,,40.000,,,24572,,1,,
26703,,,,72,,,,,,,,,,,26703,,,0,19,26703,,,,0.000,26703,,,,3
14916,602,355,272,339,14916,,,,1,,,,,,14916,25,25,24,24,14916,,30.000,0.000,,14916,,1,1,
9082,69,69,61,89,,,,,,,,,,,9082,18,22,13,23,9082,,,,30.000,9082,,,,1
12108,150,153,106,123,12108,,1,,1,12108,11,5,2,,12108,20,16,19,15,12108,,0.000,,15.000,12108,,2,,1
5908,82,107,167,53,,,,,,5908,,,1,,5908,27,23,31,24,5908,,,20.000,10.000,5908,,,4,1
26545,,,21,77,26545,,,2,,26545,,,1,,26545,,,8,18,26545,,,,15.000,26545,,,,25
25612,63,335,478,274,,,,,,,,,,,25612,10,14,23,18,25612,,0.000,10.000,,25612,,1,1,
